Billing account name,Billing account ID,Project name,Project ID,Service description,Service ID,SKU description,SKU ID,Credit type,Cost type,Usage start date,Usage end date,Usage amount,Usage unit,Unrounded Cost ($),Cost ($),
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,SSD backed PD Capacity,B188-61DD-52E4,,Usage,2020-07-01,2020-07-31,"15,141.839",gibibyte month,2574.112182,2574.11,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,E2 Instance Ram running in Americas,F449-33EC-A5EF,,Usage,2020-07-08,2020-07-31,"248,892.635",gibibyte hour,727.644589,727.64,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,E2 Instance Core running in Americas,CF4E-A0C7-E3BF,,Usage,2020-07-08,2020-07-31,"31,537.368",hour,687.879657,687.88,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,Storage Machine Image,A652-E97D-AB77,,Usage,2020-07-01,2020-07-31,"8,902.764",gibibyte month,445.138038,445.14,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,Storage PD Capacity,D973-5D65-BAB2,,Usage,2020-07-01,2020-07-31,"10,602.029",gibibyte month,423.253210,423.25,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,E2 Instance Ram running in Americas,F449-33EC-A5EF,,Usage,2020-07-01,2020-07-31,"124,960.073",gibibyte hour,365.324206,365.32,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,E2 Instance Core running in Americas,CF4E-A0C7-E3BF,,Usage,2020-07-01,2020-07-31,"15,938.213",hour,347.637469,347.64,
Data Hub,01A56A-FF37DD-411346,data8x-scratch,data8x-scratch,Compute Engine,6F81-5844-456A,Storage PD Capacity,D973-5D65-BAB2,,Usage,2020-07-01,2020-07-31,"6,308",gibibyte month,251.947113,251.95,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Americas,2E27-4F75-95CD,,Usage,2020-07-17,2020-07-31,"7,858.406",hour,248.411972,248.41,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Americas,2E27-4F75-95CD,,Usage,2020-07-10,2020-07-31,"7,285.301",hour,230.295550,230.30,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,,Usage,2020-07-10,2020-07-31,"50,502.391",gibibyte hour,213.978527,213.98,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,,Usage,2020-07-17,2020-07-31,"47,931.728",gibibyte hour,203.086636,203.09,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,Commitment v1: E2 Ram in Americas for 1 Year,8826-F8CF-0346,,Usage,2020-07-01,2020-07-31,"95,232",gibibyte hour,175.400430,175.40,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,Commitment v1: E2 Cpu in Americas for 1 Year,F0E3-4F53-A0FB,,Usage,2020-07-01,2020-07-31,"11,904",hour,163.576306,163.58,
