Billing account name,Billing account ID,Project name,Project ID,Service description,Service ID,SKU description,SKU ID,Credit type,Cost type,Usage start date,Usage end date,Usage amount,Usage unit,Unrounded Cost ($),Cost ($),
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,SSD backed PD Capacity,B188-61DD-52E4,,Usage,2020-06-01,2020-06-30,"14,877.559",gibibyte month,2529.184676,2529.18,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Americas,2E27-4F75-95CD,,Usage,2020-06-01,2020-06-25,"40,786.843",hour,1289.312630,1289.31,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,,Usage,2020-06-01,2020-06-25,"265,114.491",gibibyte hour,1123.289835,1123.29,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,E2 Instance Ram running in Americas,F449-33EC-A5EF,,Usage,2020-06-01,2020-06-30,"171,200.6",gibibyte hour,500.509599,500.51,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,E2 Instance Core running in Americas,CF4E-A0C7-E3BF,,Usage,2020-06-01,2020-06-30,"22,120.071",hour,482.473425,482.47,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,Storage PD Capacity,D973-5D65-BAB2,,Usage,2020-06-01,2020-06-30,"10,560.948",gibibyte month,421.514493,421.51,
Data Hub,01A56A-FF37DD-411346,data8x-scratch,data8x-scratch,Compute Engine,6F81-5844-456A,Storage PD Capacity,D973-5D65-BAB2,,Usage,2020-06-01,2020-06-30,"6,307.991",gibibyte month,252.042233,252.04,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,Custom Instance Core running in Americas,ACBC-6999-A1C4,,Usage,2020-06-01,2020-06-30,"7,200",hour,238.852659,238.85,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,Custom Instance Ram running in Americas,51E2-59BD-7A6E,,Usage,2020-06-01,2020-06-30,"46,800",gibibyte hour,208.072661,208.07,
Data Hub,01A56A-FF37DD-411346,data8x-scratch,data8x-scratch,Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Americas,2E27-4F75-95CD,,Usage,2020-06-01,2020-06-30,"5,759.87",hour,182.074856,182.07,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,Commitment v1: E2 Ram in Americas for 1 Year,8826-F8CF-0346,,Usage,2020-06-01,2020-06-30,"92,160",gibibyte hour,169.742347,169.74,
Data Hub,01A56A-FF37DD-411346,ucb-datahub-2018,ucb-datahub-2018,Compute Engine,6F81-5844-456A,Commitment v1: E2 Cpu in Americas for 1 Year,F0E3-4F53-A0FB,,Usage,2020-06-01,2020-06-30,"11,520",hour,158.299656,158.30,
Data Hub,01A56A-FF37DD-411346,data8x-scratch,data8x-scratch,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,,Usage,2020-06-01,2020-06-30,"33,479.156",gibibyte hour,141.850779,141.85,
